Term,Session,Bidding Window,Course Code,Description,Section,Vacancy,Opening Vacancy,Before Process Vacancy,D.I.C.E,After Process Vacancy,Enrolled Students,Median Bid,Min Bid,Instructor,School/Department
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G7,47,47,0,0,0,47,0.00,0.00, KATHERINE YUEN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G8,47,47,0,0,0,47,0.00,0.00, KATHERINE YUEN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G9,47,47,0,0,0,47,0.00,0.00, KATHERINE YUEN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,SG81,1,1,0,0,0,1,0.00,0.00, GARY LOW YU KAI,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,SG82,1,1,0,0,0,1,0.00,0.00, KATHERINE YUEN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,SG83,2,2,0,0,0,2,0.00,0.00, KELLY NGO,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G1,45,45,9,0,9,36,0.00,0.00, HYE SUN CHANG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G2,45,45,6,0,6,39,0.00,0.00, HYE SUN CHANG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G3,45,45,5,0,5,40,0.00,0.00, HYE SUN CHANG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G4,45,45,1,0,1,44,0.00,0.00, SAMUEL TAN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G5,45,45,6,0,6,39,0.00,0.00, SAMUEL TAN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G6,45,45,6,0,6,39,0.00,0.00, CHUA TESS,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G7,45,45,7,0,7,38,0.00,0.00, CHUA TESS,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G1,45,45,2,0,2,43,0.00,0.00, YOUNG JUN CHO,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G2,45,45,8,0,8,37,0.00,0.00, YOUNG JUN CHO,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G3,45,45,1,0,1,44,0.00,0.00, CHARLES CHEN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G4,45,45,7,0,7,38,0.00,0.00, CHARLES CHEN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,SG81,3,3,1,0,1,2,0.00,0.00, CHARLES CHEN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G1,45,45,0,0,0,45,0.00,0.00, SEOW POH SUN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G2,45,45,0,0,0,45,0.00,0.00, SEOW POH SUN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G3,45,45,0,0,0,45,0.00,0.00, SEOW POH SUN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G4,45,45,0,0,0,45,0.00,0.00," PAN SHAN CHI, GARY",SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G5,45,45,0,0,0,45,0.00,0.00," PAN SHAN CHI, GARY",SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,SG81,1,1,0,0,0,1,0.00,0.00," PAN SHAN CHI, GARY",SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,SG82,1,1,0,0,0,1,0.00,0.00, WONG SUAY PENG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G1,45,45,1,0,1,44,0.00,0.00, JIMMY LEE KIAT BEE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G2,45,45,0,0,0,45,0.00,0.00, JIMMY LEE KIAT BEE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G3,45,45,0,0,0,45,0.00,0.00, JIMMY LEE KIAT BEE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,SG81,2,2,1,0,1,1,0.00,0.00, CHAN WENJIE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G1,45,45,0,0,0,45,0.00,0.00, SAMUEL TAN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G2,45,45,0,0,0,45,0.00,0.00, SAMUEL TAN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G3,45,45,0,0,0,45,0.00,0.00, YIN WANG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G4,45,45,0,0,0,45,0.00,0.00, YIN WANG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,SG81,1,1,0,0,0,1,0.00,0.00, GOH BENG WEE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G1,45,45,0,0,0,45,0.00,0.00, CHUA WAN RONG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G2,45,45,0,0,0,45,0.00,0.00, CHUA WAN RONG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G3,45,45,0,0,0,45,0.00,0.00, CHUA WAN RONG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G4,45,45,1,0,1,44,0.00,0.00, CUSTORIO REDGIE SAYAPAD,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,SG81,1,1,1,0,1,0,0.00,0.00, CHUA WAN RONG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G1,45,45,0,0,0,45,0.00,0.00, LOU YUN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G2,45,45,0,0,0,45,0.00,0.00, LOU YUN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G3,45,45,1,0,1,44,0.00,0.00, LOU YUN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G1,45,45,0,0,0,45,0.00,0.00, ANDREW LEE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G2,45,45,1,0,1,44,0.00,0.00, ANDREW LEE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G3,45,45,1,0,0,45,37.00,37.00, ANDREW LEE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G4,45,45,0,0,0,45,0.00,0.00, ANDREW LEE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,G1,45,45,19,0,18,27,10.00,10.00, KELLY NGO,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,G2,45,45,7,0,7,38,0.00,0.00, KELLY NGO,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,G3,45,45,5,0,5,40,0.00,0.00, KELLY NGO,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G1,45,45,0,0,0,45,0.00,0.00, YUANTO KUSNADI,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G2,45,45,0,0,0,45,0.00,0.00, YUANTO KUSNADI,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G3,45,45,1,0,1,44,0.00,0.00, PRASART JONGJAROENKAMOL,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G4,45,45,1,0,1,44,0.00,0.00, PRASART JONGJAROENKAMOL,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,SG81,1,1,1,0,1,0,0.00,0.00, YUANTO KUSNADI,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G1,45,45,4,0,4,41,0.00,0.00, STELLA PARK,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G2,45,45,0,0,0,45,0.00,0.00, STELLA PARK,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G3,45,45,1,0,1,44,0.00,0.00, KIM JUNG-BAE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G4,45,45,1,0,1,44,0.00,0.00, KIM JUNG-BAE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT403,Advanced Taxation,G1,45,45,7,0,7,38,0.00,0.00, SUM YEE LOONG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT403,Advanced Taxation,G2,45,45,19,0,19,26,0.00,0.00, SUM YEE LOONG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT407,Corporate Financial Management,G1,45,45,6,0,5,40,10.50,10.50, GURDIP SINGH,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT410,Internal Audit,G1,45,45,14,0,14,31,0.00,0.00, TAN JENNY,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT414,Accounting Analytics Capstone(SMU-X),G1,45,45,21,0,21,24,0.00,0.00," CHUA WAN RONG, BENJAMIN LEE",SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT418,Data Modelling and Visualisation(SMU-X),G1,45,45,0,0,0,45,0.00,0.00," BENJAMIN LEE, HE JIANZHONG",SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT418,Data Modelling and Visualisation(SMU-X),G2,45,45,0,0,0,45,0.00,0.00," BENJAMIN LEE, HE JIANZHONG",SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT418,Data Modelling and Visualisation,G70,45,0,0,0,0,29,0.00,0.00," BENJAMIN LEE, BENJAMIN LEE",SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT420,Forecasting and Forensic Analytics(SMU-X),G1,45,45,29,0,29,16,0.00,0.00, BENJAMIN LEE,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT425,Forensic Accounting and Investigation,G1,45,45,20,0,20,25,0.00,0.00," BENJAMIN EE KUM CHUIN, BENJAMIN EE KUM CHUIN",SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT427,Accounting Data and Analytics Work-Study Elective,G1,20,16,0,0,0,16,0.00,0.00," PAN SHAN CHI, GARY",SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT432,Financial Forensics Work-Study Elective,G1,20,17,1,0,1,16,0.00,0.00, SEOW POH SUN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT433,Robotic Process Automation for Accounting,G1,45,45,11,0,11,34,0.00,0.00, HE JIANZHONG,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACCT434,Sustainability Accounting Work-Study Elective,G1,4,1,0,0,0,1,0.00,0.00, SEOW POH SUN,SOA
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACM001,The Arts and the Production of Culture in Everyday Life,G1,45,45,6,0,6,39,0.00,0.00, HOE SU FERN,SOSS
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACM005,Arts and Culture Management Industry Project(SMU-X),G1,45,45,38,0,38,7,0.00,0.00, HOE SU FERN,SOSS
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,ACM203,Introduction to Visual Arts Management(SMU-X),G1,45,45,25,0,25,20,0.00,0.00, HOE SU FERN,SOSS
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COMM102,Foundations in Strategic Communication,G1,45,45,0,0,0,45,0.00,0.00, YEO SU LIN,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COMM121,Fundamentals of Media Engagement,G1,45,45,0,0,0,45,0.00,0.00, AUGUSTINE PANG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COMM246,Crisis Management and Communication,G1,45,45,0,0,0,45,0.00,0.00, AUGUSTINE PANG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COMM255,User Experience and Digital Product Design,G1,45,45,0,0,0,45,0.00,0.00, TAMAS MAKANY,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COMM256,Design Thinking and Communication,G1,45,45,0,0,0,45,0.00,0.00, TAMAS MAKANY,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COMM302,Designing Communication for Behavioural Change,G1,45,45,0,0,0,45,0.00,0.00, SUNGJONG ROH,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COMM302,Designing Communication for Behavioural Change,G2,45,45,0,0,0,45,0.00,0.00, SUNGJONG ROH,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-ACM2624,"Art History: Modern, Postmodern, and Contemporary",G1,45,45,4,0,3,42,20.00,20.00, DAVID OCON,SOSS
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G1,30,30,0,0,0,30,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G10,30,30,0,0,0,30,0.00,0.00, AKANKSHA RATH,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G11,30,30,0,0,0,30,0.00,0.00, CHAN BOH YEE,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G13,30,30,0,0,0,30,0.00,0.00, CLARENCE FU,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G14,30,30,0,0,0,30,0.00,0.00, CLARENCE FU,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G15,30,30,0,0,0,30,0.00,0.00, GWENDOLINE ANNE LIM SIU KIAO,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G16,30,30,0,0,0,30,0.00,0.00, GWENDOLINE ANNE LIM SIU KIAO,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G17,30,30,0,0,0,30,0.00,0.00, GWENDOLINE ANNE LIM SIU KIAO,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G18,30,30,1,0,1,29,0.00,0.00, HO JACK YONG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G19,30,30,0,0,0,30,0.00,0.00, KIRTI HARNAL,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G2,30,30,0,0,0,30,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G20,30,30,0,0,0,30,0.00,0.00, KIRTI HARNAL,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G21,30,30,0,0,0,30,0.00,0.00, LINDY ONG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G22,30,30,0,0,0,30,0.00,0.00, LINDY ONG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G23,30,30,0,0,0,30,0.00,0.00, LINDY ONG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G24,30,30,0,0,0,30,0.00,0.00, LYNETTE WAN,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G25,30,30,0,0,0,30,0.00,0.00, LYNETTE WAN,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G27,30,30,0,0,0,30,0.00,0.00, PETRINA TEE,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G28,30,30,1,0,0,30,16.02,16.02, PETRINA TEE,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G29,30,30,0,0,0,30,0.00,0.00, SERENA LIM,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G3,30,30,0,0,0,30,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G30,30,30,0,0,0,30,0.00,0.00, SERENA LIM,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G31,30,30,0,0,0,30,0.00,0.00, SERENA LIM,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G32,30,30,0,0,0,30,0.00,0.00, SHAMALA RAMAKRESININ,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G33,30,30,0,0,0,30,0.00,0.00, SHAMALA RAMAKRESININ,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G34,30,30,0,0,0,30,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G35,30,30,0,0,0,30,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G36,30,30,0,0,0,30,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G37,30,30,0,0,0,30,0.00,0.00, VANDANA ADVANI,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G38,30,30,0,0,0,30,0.00,0.00, VANDANA ADVANI,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G39,30,30,0,0,0,30,0.00,0.00, VANDANA ADVANI,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G4,30,30,0,0,0,30,0.00,0.00, TRACY LOH,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G49,27,27,0,0,0,27,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G5,30,30,0,0,0,30,0.00,0.00, TRACY LOH,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G6,30,30,0,0,0,30,0.00,0.00, YEO SU LIN,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G7,30,30,1,0,0,30,35.09,35.09, YEO SU LIN,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G8,30,30,0,0,0,30,0.00,0.00, AKANKSHA RATH,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G9,30,30,0,0,0,30,0.00,0.00, AKANKSHA RATH,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1312,Communication Strategies in the Digital Age,G1,45,45,0,0,0,45,0.00,0.00, TRACY LOH,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1312,Communication Strategies in the Digital Age,G2,45,45,0,0,0,45,0.00,0.00, TRACY LOH,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1313,Intercultural Communication,G1,45,45,0,0,0,45,0.00,0.00, ONG SIOW HENG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1313,Intercultural Communication,G2,45,45,0,0,0,45,0.00,0.00, ONG SIOW HENG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1313,Intercultural Communication,G3,45,45,0,0,0,45,0.00,0.00, ONG SIOW HENG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1315,Misinformation Management,G1,45,45,2,0,2,43,0.00,0.00, HO JACK YONG,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM2246,Storytelling with AI(SMU-X),G1,45,45,0,0,0,46,0.00,0.00, MARK CHONG YIEW KIM,LKCSOB
2024-25 Term 1,Regular Academic Session,Round 2A Window 3,COR-GA2634,Exploring Asian Identities,G1,45,45,0,0,0,45,0.00,0.00, CHRIS TAN,SOSS
