Term,Session,Bidding Window,Course Code,Description,Section,Vacancy,Opening Vacancy,Before Process Vacancy,D.I.C.E,After Process Vacancy,Enrolled Students,Median Bid,Min Bid,Instructor,School/Department
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT101,Financial Accounting,G62,2,0,0,0,0,0,0.00,0.00," RICHARD CROWLEY, RICHARD CROWLEY",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT101,Financial Accounting,G63,2,0,0,0,0,0,0.00,0.00," RICHARD CROWLEY, RICHARD CROWLEY",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT101,Financial Accounting,G7,48,48,0,0,0,48,0.00,0.00, DAVID SAMUEL,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT101,Financial Accounting,G8,48,48,0,0,0,48,0.00,0.00, CHARLES CHEN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT101,Financial Accounting,G9,48,48,0,0,0,48,0.00,0.00, CHARLES CHEN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT101,Financial Accounting,SG81,48,0,0,0,0,0,0.00,0.00, DAVID SAMUEL,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT101,Financial Accounting,SG82,1,1,0,0,0,1,0.00,0.00, RICHARD CROWLEY,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT101,Financial Accounting,SG83,5,5,1,0,1,4,0.00,0.00, RICHARD CROWLEY,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G1,48,48,1,0,1,47,0.00,0.00, WONG SUAY PENG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G10,48,48,0,0,0,48,0.00,0.00," TAN WEI PENG, BRIAN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G11,48,48,0,0,0,48,0.00,0.00, SHERIN TAN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G12,48,48,1,0,1,47,0.00,0.00, MATTHEW SEOW,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G2,48,48,0,0,0,48,0.00,0.00, WONG SUAY PENG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G3,48,48,0,0,0,48,0.00,0.00, WONG SUAY PENG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G4,48,48,0,0,0,48,0.00,0.00, WONG SUAY PENG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G5,48,48,0,0,0,48,0.00,0.00, KATHERINE YUEN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G6,48,48,2,0,2,46,0.00,0.00, KATHERINE YUEN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G7,48,48,0,0,0,48,0.00,0.00, KATHERINE YUEN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G8,48,48,0,0,0,48,0.00,0.00, KATHERINE YUEN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G9,48,48,0,0,0,48,0.00,0.00, GARY LOW YU KAI,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,SG81,3,3,0,0,0,3,0.00,0.00, GARY LOW YU KAI,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,SG82,2,2,0,0,0,2,0.00,0.00, KATHERINE YUEN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,SG83,2,2,0,0,0,2,0.00,0.00, KELLY NGO,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G1,45,45,1,0,1,44,0.00,0.00," CHANG, HYE SUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G2,45,45,2,0,2,43,0.00,0.00," CHANG, HYE SUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G3,45,45,6,0,6,39,0.00,0.00," CHANG, HYE SUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G4,45,45,5,0,5,40,0.00,0.00, SAMUEL TAN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G5,45,45,3,0,3,42,0.00,0.00, SAMUEL TAN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G6,45,45,3,0,3,42,0.00,0.00, CHUA TESS,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G7,45,45,5,0,5,40,0.00,0.00, CHUA TESS,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,SG81,2,2,0,0,0,2,0.00,0.00," CHANG, HYE SUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G1,45,45,3,0,3,42,0.00,0.00, CHEN CHIH-YING,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G2,45,45,0,0,0,45,0.00,0.00, CHEN CHIH-YING,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G3,45,45,2,0,2,43,0.00,0.00, CHEN CHIH-YING,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G4,45,45,3,0,3,42,0.00,0.00, CHEN CHIH-YING,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,SG81,3,3,0,0,0,3,0.00,0.00, CHARLES CHEN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G1,45,45,1,0,1,44,0.00,0.00, SEOW POH SUN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G2,45,45,0,0,0,45,0.00,0.00, SEOW POH SUN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G3,45,45,0,0,0,45,0.00,0.00, SEOW POH SUN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G4,45,45,1,0,1,44,0.00,0.00, SEOW POH SUN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G5,45,45,3,0,3,42,0.00,0.00, GARY PAN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,SG81,1,1,0,0,0,1,0.00,0.00, GARY PAN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G1,45,45,0,0,0,45,0.00,0.00," NG RUIMIN, SHAPHAN HARUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G2,45,45,2,0,2,43,0.00,0.00," NG RUIMIN, SHAPHAN HARUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G3,45,45,0,0,0,45,0.00,0.00," NG RUIMIN, SHAPHAN HARUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G1,45,45,3,0,3,42,0.00,0.00, SAMUEL TAN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G2,45,45,0,0,0,45,0.00,0.00, SAMUEL TAN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G3,45,45,0,0,0,45,0.00,0.00, YIN WANG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G4,45,45,0,0,0,45,0.00,0.00, YIN WANG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,SG81,1,1,0,0,0,1,0.00,0.00, SAMUEL TAN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G1,45,45,0,0,0,45,0.00,0.00, CHUA WAN RONG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G2,45,45,1,0,1,44,0.00,0.00, CHUA WAN RONG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G3,45,45,0,0,0,45,0.00,0.00, CHUA WAN RONG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G4,45,45,6,0,6,39,0.00,0.00, CUSTORIO REDGIE SAYAPAD,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,SG81,1,1,1,0,1,0,0.00,0.00, KATHERINE YUEN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G1,45,45,9,0,9,36,0.00,0.00, FANG BINGXU,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G2,45,45,2,0,2,43,0.00,0.00, FANG BINGXU,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G3,45,45,3,0,3,42,0.00,0.00, FANG BINGXU,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,SG81,1,1,0,0,0,1,0.00,0.00," LOU, YUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G1,45,45,3,0,3,42,0.00,0.00, ANDREW LEE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G2,45,45,0,0,0,45,0.00,0.00, ANDREW LEE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G3,45,45,1,0,1,44,0.00,0.00, ANDREW LEE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G4,45,45,1,0,1,44,0.00,0.00, ANDREW LEE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,SG81,1,1,0,0,0,1,0.00,0.00, ANDREW LEE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,SG82,1,1,0,0,0,1,0.00,0.00," CHANG, HYE SUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,G1,45,45,0,0,0,45,0.00,0.00, KELLY NGO,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,G2,45,45,6,0,6,39,0.00,0.00, KELLY NGO,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,G3,45,45,3,0,3,42,0.00,0.00, KELLY NGO,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,SG81,2,2,0,0,0,2,0.00,0.00, LIM CHEE YEOW,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,SG82,1,1,1,0,1,0,0.00,0.00, YUE HENG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G1,45,45,0,0,0,45,0.00,0.00, PRASART JONGJAROENKAMOL,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G2,45,45,1,0,1,44,0.00,0.00, PRASART JONGJAROENKAMOL,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G3,45,45,0,0,0,45,0.00,0.00, PRASART JONGJAROENKAMOL,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G4,45,45,0,0,0,45,0.00,0.00, PRASART JONGJAROENKAMOL,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,SG81,1,1,0,0,0,1,0.00,0.00, PRASART JONGJAROENKAMOL,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,SG82,1,1,1,0,1,0,0.00,0.00, CHENG NAM SANG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G1,45,45,0,0,0,45,0.00,0.00, KIM JUNG-BAE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G2,45,45,0,0,0,45,0.00,0.00, PARK KYUNGJIN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G3,45,45,1,0,1,44,0.00,0.00, PARK KYUNGJIN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,SG81,1,1,0,0,0,1,0.00,0.00, PARK KYUNGJIN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,SG82,1,1,0,0,0,1,0.00,0.00, KIM JUNG-BAE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT403,Advanced Taxation,G1,45,45,0,0,0,45,0.00,0.00, CHAN WENJIE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT403,Advanced Taxation,G2,48,48,7,0,7,41,0.00,0.00, CHAN WENJIE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT407,Corporate Financial Management,G1,45,45,14,0,14,31,0.00,0.00, GURDIP SINGH,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT407,Corporate Financial Management,SG81,1,1,0,0,0,1,0.00,0.00, GURDIP SINGH,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT410,Internal Audit,G1,45,45,7,0,7,38,0.00,0.00, JED KHOO,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT414,Accounting Analytics Capstone(SMU-X),G1,45,45,17,0,17,28,0.00,0.00," BENJAMIN LEE, HE JIANZHONG",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT418,Data Modelling and Visualisation(SMU-X),G2,48,48,2,0,2,46,0.00,0.00, BENJAMIN LEE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT424,Auditing Information Systems(SMU-X),G1,45,45,25,0,24,21,10.00,10.00," TANG HONG WEE, MUHAMMED AMEER S/O MOHAMED NOOR, AMELIA CHUA, CHNG SHUQI, LEE WANYUN",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT425,Forensic Accounting and Investigation,G1,45,45,16,0,16,29,0.00,0.00, BENJAMIN EE,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT427,Accounting Data and Analytics Work-Study Elective,G1,20,20,10,0,10,10,0.00,0.00, SEOW POH SUN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT431,Sustainability Accounting and Reporting,G1,45,45,4,0,4,41,0.00,0.00, HOLLY YANG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT432,Financial Forensics Work-Study Elective,G1,20,20,4,0,4,16,0.00,0.00, SEOW POH SUN,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT433,Robotic Process Automation for Accounting,G1,45,45,9,0,9,36,0.00,0.00, HE JIANZHONG,SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,ACCT433,Robotic Process Automation for Accounting,G70,45,45,0,0,0,45,0.00,0.00," HE JIANZHONG, HE JIANZHONG",SOA
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COMM102,Foundations in Strategic Communication,G1,48,48,0,0,0,48,0.00,0.00, YEO SU LIN,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COMM121,Fundamentals of Media Engagement,G1,48,48,0,0,0,48,0.00,0.00, AUGUSTINE PANG,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COMM246,Crisis Management and Communication,G1,47,47,0,0,0,48,0.00,0.00, AUGUSTINE PANG,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COMM255,User Experience and Digital Product Design,G1,48,48,1,0,0,48,21.55,21.55, TAMAS MAKANY,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COMM302,Designing Communication for Behavioural Change,G1,48,48,0,0,0,48,0.00,0.00, SUNGJONG ROH,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COMM302,Designing Communication for Behavioural Change,G2,48,48,0,0,0,48,0.00,0.00, SUNGJONG ROH,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COMM302,Designing Communication for Behavioural Change,G3,48,48,0,0,0,48,0.00,0.00, SUNGJONG ROH,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COMM360,Investor Relations,G1,48,48,0,0,0,48,0.00,0.00, CLARENCE FU,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G1,45,45,0,0,0,45,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G10,45,45,0,0,0,45,0.00,0.00, AKANKSHA RATH,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G11,45,45,0,0,0,45,0.00,0.00, CHAN BOH YEE,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G12,45,45,0,0,0,45,0.00,0.00, CLARENCE FU,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G13,45,45,0,0,0,45,0.00,0.00, GWENDOLINE ANNE LIM SIU KIAO,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G15,45,45,1,0,0,45,45.00,45.00, HO JACK YONG,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G16,45,45,1,0,1,44,0.00,0.00, KIRTI HARNAL,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G17,45,45,1,0,1,44,0.00,0.00, LINDY ONG,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G18,45,45,0,0,0,45,0.00,0.00, LYNETTE WAN,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G19,45,45,0,0,0,45,0.00,0.00, PETRINA VERONICA TEE,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G2,45,45,0,0,0,45,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G20,45,45,0,0,0,45,0.00,0.00, SERENA LIM,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G21,45,45,0,0,0,45,0.00,0.00, SERENA LIM,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G22,45,45,0,0,0,45,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G23,45,45,0,0,0,45,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G24,45,45,0,0,0,45,0.00,0.00, VANDANA RAMESH ADVANI,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G3,45,45,0,0,0,45,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G4,45,45,0,0,0,45,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G5,45,45,0,0,0,45,0.00,0.00, TRACY LOH,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G6,45,45,3,0,3,42,0.00,0.00, TRACY LOH,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G7,45,45,0,0,0,45,0.00,0.00, YEO SU LIN,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G8,45,45,0,0,0,45,0.00,0.00, YEO SU LIN,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G9,45,45,0,0,0,45,0.00,0.00, AKANKSHA RATH,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,SG25,45,45,45,0,45,0,0.00,0.00,,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1312,Communication Strategies in the Digital Age,G1,48,48,0,0,0,48,0.00,0.00, TRACY LOH,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1312,Communication Strategies in the Digital Age,G2,48,48,1,0,1,47,0.00,0.00, TRACY LOH,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1313,Intercultural Communication,G1,48,48,0,0,0,48,0.00,0.00, ONG SIOW HENG,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1313,Intercultural Communication,G2,48,48,1,0,1,47,0.00,0.00, ONG SIOW HENG,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1313,Intercultural Communication,G3,48,48,1,0,1,47,0.00,0.00, ONG SIOW HENG,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1315,Misinformation Management,G1,49,49,0,0,0,49,0.00,0.00, HO JACK YONG,LKCSOB
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-GA2248,Anthropocene Asia,G1,48,48,2,0,2,46,0.00,0.00, GEORGE WONG,SOSS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-GA2634,Exploring Asian Identities,G1,48,48,0,0,0,48,0.00,0.00, GEORGE WONG,SOSS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-INTS2240,"Climate Change: Past, Present and Future",G1,48,46,1,0,1,45,0.00,0.00," FIONA CLARE WILLIAMSON, SONNY ROSENTHAL, TERRY VAN GEVELT",OCC
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-INTS2240,"Climate Change: Past, Present and Future",G2,48,46,0,0,0,46,0.00,0.00," FIONA CLARE WILLIAMSON, SONNY ROSENTHAL, TERRY VAN GEVELT",OCC
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1702,Computational Thinking,SG91,1,1,0,0,0,1,0.00,0.00, FWA HUA LEONG,SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G1,42,42,0,0,0,42,0.00,0.00, QIAN TANG,SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G10,42,42,1,0,1,41,0.00,0.00, LEE YEOW LEONG,SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G11,43,43,1,0,1,42,0.00,0.00, JOELLE ELMALEH,SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G12,42,42,2,0,2,40,0.00,0.00," TANG, TONY",SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G13,42,42,0,0,0,42,0.00,0.00," TANG, TONY",SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G14,42,42,0,0,0,42,0.00,0.00, JOELLE ELMALEH,SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G15,42,42,1,0,1,41,0.00,0.00, SERENA GOH,SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G2,42,42,1,0,1,41,0.00,0.00, QIAN TANG,SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G3,42,42,1,0,1,41,0.00,0.00, QIAN TANG,SIS
2025-26 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1704,Computational Thinking and Programming,G4,42,42,2,0,2,40,0.00,0.00, QIAN TANG,SIS
