Term,Session,Bidding Window,Course Code,Description,Section,Vacancy,Opening Vacancy,Before Process Vacancy,D.I.C.E,After Process Vacancy,Enrolled Students,Median Bid,Min Bid,Instructor,School/Department
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT102,Management Accounting,G9,45,45,0,0,0,45,0.00,0.00, KATHERINE YUEN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT105,Financial Accounting for Law,G1,45,45,4,0,4,41,0.00,0.00, TAN LAY KHIM,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G1,45,45,5,0,5,40,0.00,0.00, HYE SUN CHANG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G2,45,45,5,0,5,40,0.00,0.00, HYE SUN CHANG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G3,45,45,5,0,5,40,0.00,0.00, HYE SUN CHANG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G4,45,45,8,0,8,37,0.00,0.00, SAMUEL TAN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G5,45,45,6,0,6,39,0.00,0.00, SAMUEL TAN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G6,45,45,5,0,5,40,0.00,0.00, SAMUEL TAN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G7,45,45,8,0,8,37,0.00,0.00, TAN LAY KHIM,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT111,Financial Accounting,G8,45,45,6,0,6,39,0.00,0.00, CHARLES CHEN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G1,45,45,3,0,3,42,0.00,0.00, CHEN XIA,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G2,45,45,3,0,3,42,0.00,0.00, CHEN XIA,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G3,45,45,14,0,14,31,0.00,0.00, YOUNG JUN CHO,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT201,Corporate Reporting and Financial Analysis,G4,45,45,6,0,6,39,0.00,0.00, YOUNG JUN CHO,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G1,45,45,0,0,0,45,0.00,0.00, SEOW POH SUN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G2,45,45,0,0,0,45,0.00,0.00, SEOW POH SUN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G3,45,45,0,0,0,45,0.00,0.00, SEOW POH SUN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G4,45,45,0,0,0,45,0.00,0.00," PAN SHAN CHI, GARY",SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT221,Accounting Information Systems,G5,45,45,0,0,0,45,0.00,0.00," PAN SHAN CHI, GARY",SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G1,45,45,0,0,0,45,0.00,0.00, SUM YEE LOONG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G2,45,45,0,0,0,45,0.00,0.00, SUM YEE LOONG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G3,45,45,0,0,0,45,0.00,0.00, SUM YEE LOONG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT223,Taxation,G4,45,45,0,0,0,45,0.00,0.00, CHAN WENJIE,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G1,45,45,1,0,1,44,0.00,0.00, TRACEY ZHANG CHUNQI,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G2,45,45,1,0,1,44,0.00,0.00, TRACEY ZHANG CHUNQI,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G3,45,45,0,0,0,46,0.00,0.00, TRACEY ZHANG CHUNQI,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT224,Financial Reporting and Analysis,G4,45,45,0,0,0,45,0.00,0.00, TRACEY ZHANG CHUNQI,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G1,45,45,0,0,0,45,0.00,0.00, CHUA WAN RONG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G2,45,45,0,0,0,45,0.00,0.00, CHUA WAN RONG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G3,45,45,3,0,3,42,0.00,0.00, STERLING HUANG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT331,Audit and Assurance,G4,45,45,6,0,6,39,0.00,0.00, STERLING HUANG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G1,45,45,6,0,6,39,0.00,0.00, LOU YUN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G2,45,45,0,0,0,45,0.00,0.00, LOU YUN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G3,45,45,6,0,6,39,0.00,0.00, LOU YUN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT332,Accounting Thought and Governance,G4,45,45,19,0,19,26,0.00,0.00, LOU YUN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G1,45,45,1,0,1,44,0.00,0.00, ANDREW LEE,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G2,45,45,1,0,1,44,0.00,0.00, ANDREW LEE,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G3,45,45,0,0,0,45,0.00,0.00, ANDREW LEE,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT334,Intermediate Financial Accounting,G4,45,45,1,0,1,44,0.00,0.00, ANDREW LEE,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,G1,45,45,2,0,2,43,0.00,0.00, PEARL TAN HOCK NEO,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,G2,45,45,2,0,2,43,0.00,0.00, PEARL TAN HOCK NEO,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT335,Advanced Financial Accounting,G3,45,45,1,0,1,44,0.00,0.00, PEARL TAN HOCK NEO,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G1,45,45,6,0,6,39,0.00,0.00, YUANTO KUSNADI,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G2,45,45,4,0,4,41,0.00,0.00, YUANTO KUSNADI,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G3,45,45,3,0,3,42,0.00,0.00, PRASART JONGJAROENKAMOL,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT336,Valuation,G4,45,45,2,0,2,43,0.00,0.00, PRASART JONGJAROENKAMOL,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G1,45,45,0,0,0,45,0.00,0.00, STELLA PARK,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G2,45,45,4,0,4,41,0.00,0.00, STELLA PARK,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G3,45,45,0,0,0,45,0.00,0.00, STELLA PARK,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT337,Statistical Programming,G4,45,45,1,0,1,44,0.00,0.00, BENJAMIN LEE,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT403,Advanced Taxation,G1,45,45,8,0,8,37,0.00,0.00, SUM YEE LOONG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT407,Corporate Financial Management,G1,45,45,6,0,5,40,10.00,10.00, GURDIP SINGH,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT410,Internal Audit(SMU-X),G1,45,43,13,0,13,30,0.00,0.00, FOO SEE LIANG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT414,Accounting Analytics Capstone(SMU-X),G1,45,45,20,0,20,25,0.00,0.00," PAN SHAN CHI, GARY, BENJAMIN LEE",SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT418,Data Modelling and Visualisation,G1,45,45,3,0,3,42,0.00,0.00, CLARENCE GOH,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT418,Data Modelling and Visualisation,G2,45,45,0,0,0,45,0.00,0.00, CLARENCE GOH,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT418,Data Modelling and Visualisation,G70,45,0,0,0,0,0,0.00,0.00," CLARENCE GOH, CLARENCE GOH",SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT420,Forecasting and Forensic Analytics,G1,45,45,4,0,4,41,0.00,0.00, BENJAMIN LEE,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT424,Auditing Information Systems(SMU-X),G1,45,45,0,0,0,45,0.00,0.00," KHEK QUN, GERALD SEAH, TANG HONG WEE, ARNOLD LIM",SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT425,Forensic Accounting and Investigation,G1,45,45,1,0,1,44,0.00,0.00, BENJAMIN EE KUM CHUIN,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT427,Accounting Data and Analytics Work-Study Elective,G1,20,20,0,0,0,20,0.00,0.00," PAN SHAN CHI, GARY",SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACCT431,Sustainability Accounting and Reporting,G1,45,45,4,0,4,41,0.00,0.00, HOLLY YANG,SOA
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACM003,Introduction to Arts and Cultural Management,G1,45,45,8,0,8,37,0.00,0.00, HOE SU FERN,SOSS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACM203,Introduction to Visual Arts Management(SMU-X),G1,45,45,29,0,29,16,0.00,0.00," HOE SU FERN, SYED MUHAMMAD HAFIZ BIN SYED NASIR",SOSS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,ACM306,"Arts, Culture and the Global City(SMU-X)",G1,45,45,29,0,29,16,0.00,0.00, HOE SU FERN,SOSS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM102,Foundations in Strategic Communication,G1,45,45,0,0,0,45,0.00,0.00, YEO SU LIN,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM120,Intercultural Communication,G1,45,45,0,0,0,45,0.00,0.00, ONG SIOW HENG,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM120,Intercultural Communication,G2,45,45,9,0,8,37,10.00,10.00, ONG SIOW HENG,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM120,Intercultural Communication,G3,45,45,0,0,0,45,0.00,0.00, ONG SIOW HENG,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM120,Intercultural Communication,G4,45,45,1,0,0,45,20.00,20.00, SHYAMALA DEENATHAYALAN,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM255,User Experience and Digital Product Design,G1,45,45,3,0,3,42,0.00,0.00, TAMAS MAKANY,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM255,User Experience and Digital Product Design,G2,45,45,0,0,0,45,0.00,0.00, TAMAS MAKANY,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM256,Design Thinking and Communication,G1,45,45,0,0,0,45,0.00,0.00, TAMAS MAKANY,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM301,Machine Learning for Communication Management,G1,45,45,25,0,25,20,0.00,0.00, SUNGJONG ROH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM302,Designing Communication for Behavioural Change,G1,45,45,0,0,0,45,0.00,0.00, SUNGJONG ROH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM334,Strategic Communication in Asia,G1,45,45,12,0,12,33,0.00,0.00, YEO SU LIN,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM346,Communication Strategies in the Digital Age,G1,45,45,1,0,1,44,0.00,0.00, TRACY LOH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM346,Communication Strategies in the Digital Age,G2,45,45,0,0,0,45,0.00,0.00, TRACY LOH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM346,Communication Strategies in the Digital Age,G3,45,45,0,0,0,45,0.00,0.00, TRACY LOH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COMM361,The Business of the Creative Industries(SMU-X: Seoul),G1,45,45,22,0,22,23,0.00,0.00, MARK CHONG YIEW KIM,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-ACM2624,"Art History: Modern, Postmodern, and Contemporary",G1,45,45,10,0,8,37,10.93,10.00, DAVID OCON,SOSS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-ACM2624,"Art History: Modern, Postmodern, and Contemporary",G2,45,45,7,0,7,38,0.00,0.00, DAVID OCON,SOSS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G1,30,30,0,0,0,30,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G10,30,30,0,0,0,30,0.00,0.00, CHAN BOH YEE,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G11,30,30,1,0,1,29,0.00,0.00, CHAN BOH YEE,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G12,30,30,2,0,1,29,10.00,10.00, GWENDOLINE ANNE LIM SIU KIAO,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G13,30,30,0,0,0,30,0.00,0.00, GWENDOLINE ANNE LIM SIU KIAO,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G14,30,30,0,0,0,30,0.00,0.00, GWENDOLINE ANNE LIM SIU KIAO,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G15,30,30,1,0,1,29,0.00,0.00, GWENDOLINE ANNE LIM SIU KIAO,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G16,30,30,0,0,0,30,0.00,0.00, HO JACK YONG,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G17,30,30,0,0,0,30,0.00,0.00, HO JACK YONG,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G18,30,30,0,0,0,30,0.00,0.00, HO JACK YONG,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G19,30,30,1,0,1,29,0.00,0.00, HO JACK YONG,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G2,30,30,0,0,0,30,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G20,30,30,0,0,0,30,0.00,0.00, GWENDOLINE ANNE LIM SIU KIAO,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G21,30,30,0,0,0,30,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G22,30,30,0,0,0,30,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G23,30,30,1,0,1,29,0.00,0.00, TRACY LOH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G24,30,30,0,0,0,30,0.00,0.00, SERENA LIM,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G25,30,30,1,0,1,29,0.00,0.00, SERENA LIM,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G26,30,30,0,0,0,30,0.00,0.00, SERENA LIM,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G27,30,30,0,0,0,30,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G28,30,30,0,0,0,30,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G29,30,30,0,0,0,30,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G30,30,30,0,0,0,30,0.00,0.00, SUMATHI KRISHNA,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G31,30,30,0,0,0,30,0.00,0.00, VANDANA ADVANI,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G32,30,30,0,0,0,30,0.00,0.00, VANDANA ADVANI,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G33,30,30,0,0,0,30,0.00,0.00, VANDANA ADVANI,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G34,30,30,0,0,0,30,0.00,0.00, VANDANA ADVANI,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G35,30,30,1,0,1,29,0.00,0.00, LEE SIEW YAN AGNES,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G36,30,30,0,0,0,30,0.00,0.00, LEE SIEW YAN AGNES,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G38,30,30,1,0,1,29,0.00,0.00, KIRTI HARNAL,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G39,30,30,1,0,1,29,0.00,0.00, LYNETTE WAN,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G4,30,30,0,0,0,30,0.00,0.00, TRACY LOH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G40,30,30,0,0,0,30,0.00,0.00, LYNETTE WAN,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G49,27,27,0,0,0,27,0.00,0.00, SHYAMALA DEENATHAYALAN,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G5,30,30,0,0,0,30,0.00,0.00, AKANKSHA RATH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G6,30,30,0,0,0,30,0.00,0.00, AKANKSHA RATH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G7,30,30,0,0,0,30,0.00,0.00, AKANKSHA RATH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G8,30,30,1,0,1,29,0.00,0.00, AKANKSHA RATH,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-COMM1304,Management Communication,G9,30,30,0,0,0,30,0.00,0.00, CHAN BOH YEE,LKCSOB
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1702,Computational Thinking,G1,45,45,0,0,0,45,0.00,0.00, MOK HENG NGEE,SIS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1702,Computational Thinking,G2,45,45,2,0,2,43,0.00,0.00, SOON HUI SHIN VIVIEN,SIS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1702,Computational Thinking,G22,45,45,4,0,4,41,0.00,0.00, SOON HUI SHIN VIVIEN,SIS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1702,Computational Thinking,G3,45,45,0,0,0,45,0.00,0.00, SOON HUI SHIN VIVIEN,SIS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1702,Computational Thinking,G4,45,45,16,0,16,29,0.00,0.00, CAO YIXIN,SIS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1702,Computational Thinking,G5,45,45,3,0,3,42,0.00,0.00, MAI ANH TIEN,SIS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-IS1702,Computational Thinking,G6,45,45,1,0,1,44,0.00,0.00, MAI ANH TIEN,SIS
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-JPAN2401,Japanese,G1,45,45,0,0,0,45,0.00,0.00," AKIKO ITO, AKIKO ITO",OCC
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-JPAN2401,Japanese,G2,45,45,0,0,0,45,0.00,0.00," AKIKO ITO, AKIKO ITO",OCC
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-KREA2402,Korean,G1,44,44,0,0,0,44,0.00,0.00," SEO JI YUN, SEO JI YUN",OCC
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-KREA2402,Korean,G2,45,45,2,0,2,43,0.00,0.00," SEO JI YUN, SEO JI YUN",OCC
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-LAW2630,"Introduction to Chinese History, Culture, Economy, Politics and Law",G1,38,38,1,0,1,37,0.00,0.00, HENRY GAO,SOL
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-LAW2630,"Introduction to Chinese History, Culture, Economy, Politics and Law",G61,7,7,0,0,0,7,0.00,0.00, HENRY GAO,SOL
2022-23 Term 1,Regular Academic Session,Round 2A Window 3,COR-MAND2404,Mandarin,G1,45,45,0,0,0,45,0.00,0.00, WANG SHENGYU,OCC
